reviewerID,asin,reviewerName,helpful,comment,rating,summary,unixReviewTime,reviewTime,month,year,word_count,sentiment,product,issue,product_clean,issue_clean
A3BXPLX5RNFSO3,B000LNY4C6,Adrianne P,"[0, 0]",We used these chunks with chicken and with ribs. We did not have to refill while smoking since they were big enough and burned evenly.  Both meats had fantastic flavor and turned out delicious.,5.0,Great,1389830400,"01 16, 2014",1,2014,34,90,chunks,,chunks,
A1HOLJW15Q5S5V,B000PGOON8,"James John Hollandsworth, M.D.","[0, 0]","I'm not the world's best organized as far as remembering to water my plants, so this plant sitter is ideal. I have it ""sitting"" a plant that's perched up on a high credenza in my office that I have to get up on a stool to water--- hence it sometimes gets missed. With the sitter I don't have to worry about it anymore--- I can see clearly from the tank when I need to replenish its water. Very handy for me and very pleased to have it.",5.0,Does What It Says,1351987200,"11 4, 2012",11,2012,87,85,sitter,,sitter,
A16Z9C8ESLGOPL,B00004SD6Y,zennmaster,"[5, 5]","Fiskars badly missed the target on this one.  Kudos to them for trying to fill the niche though, but in all honesty, this is almost as bad as having nothing at all.  Yes, it does work, but not very well. Yes, it's sharp out of the box, but won't stay that way for long.  I'll take a wild guess and say that no one in their R&D; department actually used the finished product.  If they did, they'd realize that it's an effective trimmer for 10 sq feet of grass (maybe less).  After that, ergonomics, build quality, and most importantly, fundamental design flaws reveal how a great idea can become a poorly executed product.First, the blades need to ride above the grass by way of wheels or some sort of slick bump underneath.  Second, the steering knob needs to be larger, adjustable, and attach to the pole instead of the top handle.  Third, the gauge of wire should be beefed up - there's too much flex in the existing one.  Fourth, the pole should be at least 4"" longer. Fifth, the quality of plastic could be upgraded for use in a harsher environment (or dispose of plastic altogether).  Lastly, the blades should at the very least, be made out of steel -- bonus points for drop forged and hardened!I completely understand the price point vs quality quandary manufacturers face, but here they really took the low-end, budget approach.  It seems Fiskars tried to implement their fine line of inexpensive scissors to the lawn/garden environment.  The quality of materials is perfectly suited for indoor gardening, but who here has a living indoor lawn?I guess we'll have to give it a little more time before human-powered lawn equipment becomes available in a wider selection and price points.  I'd definitely be one of the first in line for a better version.",2.0,Poor execution,1367280000,"04 30, 2013",4,2013,303,25,Trimmer,Design,trimmer,design
A1MW5TA0TW43TK,B003R2SKIC,John H. Weiss,"[1, 1]",This feeder is easy to clean and the hummers seem to like it quite well. I don't like that it's plastic. It's the best feeder I've owned.,4.0,First Nature 3055 32-ounce Hummingbird Feeder,1377907200,"08 31, 2013",8,2013,27,75,feeder,plastic,feeder,plastic
A1C5TCCR2IGKBU,B003VYC31Q,Tom D,"[7, 7]","I bought this because my Hitachi string trimmer is so good and I haven't been disappointed.  Previously I went to a battery operated string trimmer after I gave up on my gas unit after two paid service calls that fixed it so it would start for 3 weeks.  When the batteries died after two years I tried the Hitachi based upon reviews and the 7 year warranty.Like the trimmer, the blower starts every time, the second pull out of the box, first time each time since.  The air velocity is notably better and stronger than the neighbor's brand X and it's of course much more convenient than my previous corded electric version.  It easily moves leaves, grass clippings, and wood chips and slivers from chain sawing two large trees.Although there are only three pieces to assemble, assembly was difficult.  The end piece on the two piece nozzle is a tight fit and the nozzle to the motor housing is an equally tight fit.  It was a two person job and still difficult.  I would not want to have to disassemble and reassemble it for every use.5 stars because it's powerful and starts easily every time.Added after a year of use.  Still strong and always starts.  If you're right handed, you have to hold it away from your body  or you'll block the air inlet.  If you're blowing a yard full of leaves, that can get tiresome.  Holding it in your left hand isn't a problem, the exhaust is aimed forward.  There's no strap or place to hook one, so you can't hang it over your shoulder.  Just observations, still very happy with this.",5.0,It starts and Is Powerful!,1304553600,"05 5, 2011",5,2011,271,85,blower,assembly,blower,assembly
A3PIPAV2NS9A66,B00004RALU,Jackie Chiles,"[0, 0]","My original Weber is 15 years old and still going strong. Replaced some of the inner parts due to age/exposure. No need for a protective cover, this grill is built to last.  Got this one for a lake house. No need to change from the strong horse.",5.0,Nothing Beats a Weber,1401753600,"06 3, 2014",6,2014,46,85,grill,age,grill,age
A3OXHLG6DIBRW8,B000FCGS6I,"C. Hill ""CFH""","[1, 1]","These 'Tomcat Wooden Mouse Traps&#34; have the standard mouse trap design and relatively easy to bait (we us chunky peanut butter) and set, but take quite a bit of force to set off. We have seen definite signs that something was getting at the bait but the traps were not set off. These have killed one larger mouse since we set them out, so they do work.CFH",3.0,Hard To Trigger,1403740800,"06 26, 2014",6,2014,67,40,Trap,Sensitivity,trap,sensitivity
A1XVHLQMGSBZ1W,B001DGII5O,Dee Garza,"[0, 0]","Well, I don't need much from the hose that this was attached to--only need it for short, hand-held jobs.  But one good thing about my hose is that it is safe to drink water from it.  Enter this item that contains lead, and that advantage is gone.  No problems, though.  I never have needed to drink from my hose.  I'm happy I purchased this item, which will be permanently attached to the hose on one side of my house.",5.0,"Perfect, almost",1370304000,"06 4, 2013",6,2013,79,40,hose,lead,hose,lead
A2JZ8T64YZDQSI,B00D41REMO,"~purplemoon~ ""The Quiet Corner""","[1, 1]","I normally don't title my reviews with the name of the product I bought, but I felt the need to with this one because there are several different types (floating, submersible...wattage, you get the idea).I think this is an adorable little birdbath fountain! Very inexpensive and has been working well for about  three weeks. We thoroughly enjoy watching it. When the sun is out. It is extremely sensitive to lack of sunshine ~ even on days where there are a few clouds in the sky ~ if the sun goes away, so does the fountain! I love that it came with several different fountain sprays. My favorite, is actually the shorter, standard type fountain fixture.I've not had trouble with the water being expelled from the bird bath as others have. Even when using the taller fountain fixtures. I love that it keeps the birdbath water circulating ~ keeps it cleaner for a lot longer! Mosquitoes aren't quite here yet, but this should help keep them at bay.This particular pump has little rubber suctions cups that should stick to a bird bath that is GLAZED (maybe painted). My birdbath is concrete and it doesn't stick (I didn't expect it to). However, it sits nicely right in the center and doesn't move. The birdbath needs to be kept filled up so that the pump is submerged at all times or you'll risk burning it out.You need to keep that solar panel up high, facing as much of the sun as possible. I'm fortunate enough to have a 6' PVC fence and perch that panel up leaning on one of the fence post caps and it's perfect! The birds were a bit afraid of it at first, but not they really love it and I actually get birds bathing instead of just drinking, which is a treat for us:)For the price, I think anyone would enjoy this cute little fountain; just don't expect it to work well, or at all, without sunshine!",4.0,Submersible Water Pump (solar panel),1400716800,"05 22, 2014",5,2014,325,75,fountain,sensitivity,fountain,sensitivity
A24ZV048V7J0MT,B0019KSUG6,"Murphy ""Goldenmom""","[0, 0]",I bought this last year and used it on one house of mine in the late Fall.  Went up on the roof with a sprayer and sprayed the roof.  By this Spring the mold was all gone.  Between the snow and rain it worked gently and cleaned the roof.  What went down the gutters did no damage to my lawn or rain barrel water.  I just bought this container for a second home with the same issue.  I sprayed it on it last month so we'll see what Spring brings but I am sure it will work.  This second home does not have gutters so this will wash onto some brick steps with the same mold problem.  I am hoping it cleans those also.,5.0,Great for Roof Mold,1388102400,"12 27, 2013",12,2013,124,85,sprayer,,sprayer,
